Pergunta,Resposta
"Qual foi o placar da partida entre Borussia Dortmund e Shakhtar Donetsk pela Champions League, segundo o contexto?",O placar da partida entre Borussia Dortmund e Shakhtar Donetsk foi 3 a 1.
Em que posição o Borussia Dortmund terminou na tabela da Champions League após a vitória sobre o Shakhtar Donetsk?,O Borussia Dortmund subiu para a 10ª posição na tabela da Champions League após a vitória sobre o Shakhtar Donetsk.
"Qual atacante perdeu seu primeiro pênalti pelo Real Madrid em jogos oficiais, segundo o contexto?",O atacante Vinícius Júnior perdeu seu primeiro pênalti pelo Real Madrid em jogos oficiais.
"Quantas cobranças de pênalti Vinícius Júnior possui com a camisa do Real Madrid, incluindo a que errou?","Vinícius Júnior possui 8 cobranças de pênalti com a camisa do Real Madrid, com sete convertidas."
Quais times se enfrentaram na quarta rodada da Champions League em uma partida que terminou com uma goleada surpreendente?,Sporting e Manchester City se enfrentaram na quarta rodada da Champions League em uma partida que terminou com uma goleada surpreendente do Sporting por 4 a 1.
Quem marcou os gols do Sporting na vitória contra o Manchester City?,Os gols do Sporting na vitória contra o Manchester City foram marcados por Viktor Gyokeres (3) e Maximiliano Araújo.
Qual jogador do Manchester City desperdiçou um pênalti na partida contra o Sporting?,Erling Haaland desperdiçou um pênalti na partida contra o Sporting.
"Quais foram os times que se enfrentaram na Champions League 2024/25, em duelo que abriu a Fase da Liga e qual foi o resultado?","Juventus e PSV se enfrentaram na Champions League 2024/25, com a Juventus vencendo por 3 a 1."
Quais jogadores da Juventus foram destaques na partida contra o PSV?,"Yildiz, McKennie e Nicolas González foram os destaques da Juventus na partida contra o PSV."
Qual foi o resultado da partida entre Aston Villa e Young Boys na Liga dos Campeões 2024/25?,O Aston Villa venceu o Young Boys por 3 a 0.
Qual é o plano especial da Torre Eiffel para apoiar o PSG na final da Champions League?,"A Torre Eiffel terá um show de luzes a cada gol marcado pelo PSG na Allianz Arena, em Munique, durante a final da Champions League."
O que a prefeita de Paris afirmou sobre o apoio da cidade ao PSG na final da Champions League?,"A prefeita de Paris, Anne Hidalgo, afirmou que ""neste sábado, toda a cidade estará com o PSG"" e que é hora de buscar a glória europeia."
Qual foi a reação do goleiro Thibaut Courtois ao saber da postura adotada por Diego Simeone após a eliminação do Atlético de Madrid na Champions League?,"O goleiro Thibaut Courtois criticou a postura de Diego Simeone, dizendo que está cansado desse vitimismo e de sempre chorar sobre esse tipo de coisas."
"Qual é a partida de ida das quartas de final da Champions League que será realizada no estádio Olímpico Lluís Companys, segundo o contexto?",A partida de ida das quartas de final da Champions League que será realizada no estádio Olímpico Lluís Companys é entre Barcelona e Borussia Dortmund.
Quais são os desfalques do Borussia Dortmund para o jogo contra o Barcelona nas quartas de final da Champions League?,Os desfalques do Borussia Dortmund para o jogo contra o Barcelona são o zagueiro Nico Schlotterbeck e o volante Pascal Gross.
Qual jogador do Atlético de Madrid se pronunciou após a anulação polêmica de um pênalti contra o Real Madrid?,Julián Álvarez se pronunciou após a anulação polêmica de um pênalti do Atlético contra o Real Madrid.
Qual foi a sugestão de Julián Álvarez após a anulação de seu pênalti contra o Real Madrid?,Julián Álvarez sugeriu que as regras sobre o toque na bola durante a cobrança de pênalti deveriam ser um pouco mais claras.
"O que reforçou a ""mística"" das finais de Champions League disputadas em Munique?","O fato de todas as decisões realizadas em Munique terem terminado com campeões inéditos reforçou a ""mística"" das finais de Champions League disputadas na cidade."
Quantas finais da Champions League foram realizadas em Munique e onde foram disputadas?,Foram realizadas cinco finais da Champions League em Munique: três no Estádio Olímpico de Munique e duas na Allianz Arena.
"Qual time venceu o Malmo na final da Champions League de 1978/79, em Munique?","O Nottingham Forest venceu o Malmo na final da Champions League de 1978/79, em Munique."
"Quais times se enfrentaram na final da Champions League de 1992/93, em Munique, e qual foi o resultado?","Milan e Olympique de Marselha se enfrentaram na final da Champions League de 1992/93, em Munique, e o Olympique de Marselha venceu por 1 a 0."
"Quais times se enfrentaram na final da Champions League de 1996/97, em Munique, e qual foi o resultado?","Borussia Dortmund e Juventus se enfrentaram na final da Champions League de 1996/97, em Munique, e o Borussia Dortmund venceu por 3 a 1."
"Quais times se enfrentaram na final da Champions League de 2011/12, em Munique, e qual foi o resultado?","Bayern de Munique e Chelsea se enfrentaram na final da Champions League de 2011/12, em Munique, e o Chelsea venceu nos pênaltis."
Qual foi o placar da partida entre Borussia Dortmund e Celtic na segunda rodada da Champions League 2024-25?,O placar da partida entre Borussia Dortmund e Celtic na segunda rodada da Champions League 2024-25 foi 7 a 1.
Qual foi o placar da partida entre Barcelona e Young Boys na segunda rodada da Champions League 2024-25?,O placar da partida entre Barcelona e Young Boys na segunda rodada da Champions League 2024-25 foi 5 a 0.
Para qual time o Real Madrid perdeu na França durante a segunda rodada da Champions League 2024-25?,O Real Madrid perdeu para o Lille na França durante a segunda rodada da Champions League 2024-25.
Quais times se enfrentarão na próxima rodada da Champions League 2024-25 em duelos que prometem emoção?,"Na próxima rodada da Champions League 2024-25, os duelos que prometem emoção são Real Madrid x Borussia Dortmund, Barcelona x Bayern de Munique, Paris Saint-Germain x PSV e RB Leipzig x Liverpool."
"Além de serem ingleses e de Londres, qual outro aspecto em comum Tottenham e Chelsea têm em suas conquistas recentes na Europa League e Conference?","Além de serem ingleses e de Londres, Tottenham e Chelsea têm em comum capitães argentinos em suas conquistas recentes na Europa League e Conference."
Quem era o capitão do Tottenham na decisão contra o Manchester United?,O capitão do Tottenham na decisão contra o Manchester United era Cristian Romero.
Quem era o capitão do Chelsea na final da Conference League contra o Real Betis?,O capitão do Chelsea na final da Conference League contra o Real Betis era Enzo Fernández.
"Qual atacante argentino espera repetir o sucesso de seus compatriotas na final da Champions League, no próximo sábado?",O atacante Lautaro Martínez espera repetir o sucesso de seus compatriotas na final da Champions League.
Contra quem a Inter de Milão disputará a final da Champions League e onde será realizada?,"A Inter de Milão disputará a final da Champions League contra o Paris Saint-Germain na Allianz Arena, em Munique."
"Qual é o objetivo da Inter de Milão na final da Champions League, segundo o contexto?",O objetivo da Inter de Milão na final da Champions League é buscar o tetracampeonato no torneio.
Qual jogador do Liverpool Wayne Rooney criticou após a eliminação do time nas oitavas de final da Champions League?,"Wayne Rooney criticou o zagueiro e capitão do Liverpool, Virgil van Dijk, após a eliminação do time nas oitavas de final da Champions League."
O que Wayne Rooney afirmou sobre a atitude de Virgil van Dijk no gol do time parisiense que levou o jogo à prorrogação?,"Wayne Rooney afirmou que Virgil van Dijk teve uma atitude preguiçosa no gol do time parisiense, andando e deixando uma lacuna enorme para Dembélé."
O que o lance comentado por Rooney causou no jogo entre Liverpool e PSG?,O lance comentado por Rooney fez o PSG vencer os Reds no tempo normal por 1 a 0 e levar o jogo à prorrogação.
Qual jogador é apontado como favorito ao prêmio de melhor do mundo após marcar 3 gols na goleada do Real Madrid sobre o Borussia Dortmund?,Vinícius Júnior é apontado como favorito ao prêmio de melhor do mundo após marcar 3 gols na goleada do Real Madrid sobre o Borussia Dortmund.
"Quem marcou os gols do Real Madrid na goleada por 5 a 2 sobre o Borussia Dortmund, além de Vini Jr.?","Além de Vini Jr., os gols do Real Madrid na goleada por 5 a 2 sobre o Borussia Dortmund foram marcados por Rudiger e Lucas Vazquez."
"Quais times se enfrentam na semifinal da Champions League, válida para o dia 29 de abril, segundo o contexto?","Arsenal e Paris Saint-Germain se enfrentam na semifinal da Champions League, válida para o dia 29 de abril."
Onde o Arsenal fará o primeiro duelo contra o PSG na semifinal da Champions League?,O Arsenal fará o primeiro duelo contra o PSG na semifinal da Champions League no Emirates Stadium.
Qual clube o Paris Saint-Germain passou para chegar à semifinal da Champions League?,O Paris Saint-Germain passou pelo Aston Villa para chegar à semifinal da Champions League.
Quais jogadores brasileiros iniciam o duelo entre Arsenal e PSG como titulares?,"Gabriel Martinelli, pelo Arsenal, e Marquinhos, no time francês, iniciam o duelo entre os titulares."
"Onde será realizada a final da Champions League do ano que vem, segundo o contexto?","A final da Champions League do ano que vem será realizada na Allianz Arena, em Munique."
"Qual partida Vinicius Júnior fez uma publicação enigmática em uma rede social, com a data e horário da partida, segundo o contexto?",Vinicius Júnior fez uma publicação enigmática em uma rede social com a data e horário da partida contra o Arsenal.
O que Vinicius Júnior postou em suas redes sociais antes da partida contra o Arsenal?,Vinicius Júnior postou a data e horário da partida contra o Arsenal em suas redes sociais.
"O que o clube espanhol precisará fazer para levar a partida contra o Arsenal para a prorrogação, segundo o contexto?",O clube espanhol precisará vencer por pelo menos três gols de diferença para levar a partida contra o Arsenal para a prorrogação.
Qual jogador do Barcelona subiu o tom durante entrevista coletiva antes do jogo contra o Borussia Dortmund pelas quartas de final da Champions League?,"O jogador que subiu o tom durante entrevista coletiva foi Gavi, do Barcelona."
O que Gavi disparou durante a coletiva de imprensa sobre as críticas que recebe?,"Gavi disparou que muitas pessoas acham que ele não sabe jogar futebol, mas elas não fazem p*** ideia."
"Qual foi o resultado da partida entre Real Madrid e Brest, segundo o contexto?",O Real Madrid venceu o Brest por 3 a 0.
Que fase do Liga da UEFA Champions League a publicação do Real Madrid C.F. faz referência?,A publicação do Real Madrid C.F. faz referência à última rodada da primeira fase da Liga da UEFA Champions League.
O que o Real Madrid C.F. publicou sobre o gol de Rodrygo?,"O Real Madrid C.F. publicou sobre o gol de Rodrygo: ""Cosecha propia, señoras y señores. Cosecha propia."""
Quais times seguem na competição após a definição das quartas de final da Champions League 2024/25?,"Real Madrid, Barcelona, Bayern de Munique, Inter de Milão, PSG, Borussia Dortmund, Arsenal e Aston Villa seguem na competição após a definição das quartas de final da Champions League 2024/25."
